rutaImagen,etiqueta,estado,m00,m10,m01,m20,m02,m11,m30,m03,m21,m12,mu20,mu02,mu11,mu30,mu03,mu21,mu12,nu20,nu02,nu11,nu30,nu03,nu21,nu12
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\80.jpg,jeans,exito,4165425.0,466536525.0,415726755.0,54683701185.0,57750113415.0,46634556825.0,6668586248865.0,9291519516435.0,5459998192845.0,6484405208415.0,2430610765.876953,16258852661.816347,72269512.84664989,-572678655.703351,282415435785.376,-13851505517.960938,1843171861.1523438,0.00014008665932321344,0.0009370683228256104,4.165206032875671e-06,-1.617196149870503e-08,7.975173351889213e-06,-3.9115481554039305e-07,5.2049616442301384e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\81.jpg,jeans,exito,4198320.0,547682625.0,429562290.0,75750848505.0,55980488130.0,57501334140.0,10988066833605.0,8315476385070.0,8152371014550.0,7588120765170.0,4304113209.241074,12028678599.034254,1463728005.1147974,-16811212057.163746,126191117203.11191,19826390627.703125,-14221456349.136719,0.00024419266252183737,0.0006824437255532931,8.304420014077286e-05,-4.654898136947502e-07,3.494137093570112e-06,5.489778397980609e-07,-3.9378142658112057e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\82.jpg,jeans,exito,3740595.0,448496040.0,385913940.0,56848682040.0,51990883080.0,47228876145.0,7590372620700.0,7945912992030.0,6097241992815.0,6377879457195.0,3074162773.4978504,12176476792.67844,957928910.4564025,37053313312.398056,69585615705.02206,2502114334.1523438,-53466737095.28906,0.00021970780292316806,0.0008702424564267123,6.846236578211156e-05,1.369226595598902e-06,2.5713888226713756e-06,9.246032770851558e-08,-1.9757498551760745e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\83.jpg,jeans,exito,4499220.0,595833255.0,445843275.0,85345668225.0,58184599245.0,61231584300.0,13064961724335.0,8658031250895.0,9055458798660.0,8046503178630.0,6439264945.343751,14004446715.733677,2188405757.2503457,57097320497.23614,116819872352.7821,18638621006.128906,-92616744090.28906,0.0003180986570066526,0.00069181742484713,0.00010810689391967544,1.3297581292917692e-06,2.720656128363472e-06,4.340809268429328e-07,-2.156981576194261e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\84.jpg,jeans,exito,7657140.0,1073275365.0,978062190.0,174891942015.0,154896940920.0,131959945920.0,30782185348485.0,26894111813250.0,21007324026750.0,20518009089210.0,24454571258.30974,29967052279.124146,-5131716758.87872,-587254244897.093,-546698047931.21497,106608424629.67969,117599205101.9375,0.00041708721523863883,0.0005111058481454031,-8.752447261273794e-05,-3.619592633155521e-06,-3.3696209845176805e-06,6.570903007938637e-07,7.248329325001449e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\85.jpg,jeans,exito,3673020.0,410778225.0,344709255.0,48471928215.0,46205829405.0,38596753845.0,5986735816545.0,7252029168105.0,4566544719795.0,5181620058045.0,2531870678.1092052,13855210436.77902,45628092.90162412,-513727604.3952002,315062975186.0161,7296929848.126953,5550927068.015625,0.00018767003410608167,0.0010269907691964292,3.3820944430851057e-06,-1.9868938691591285e-08,1.2185381677768742e-05,2.822161989133546e-07,2.1468776186504548e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\86.jpg,jeans,exito,3673020.0,410778225.0,344709255.0,48471928215.0,46205829405.0,38596753845.0,5986735816545.0,7252029168105.0,4566544719795.0,5181620058045.0,2531870678.1092052,13855210436.77902,45628092.90162412,-513727604.3952002,315062975186.0161,7296929848.126953,5550927068.015625,0.00018767003410608167,0.0010269907691964292,3.3820944430851057e-06,-1.9868938691591285e-08,1.2185381677768742e-05,2.822161989133546e-07,2.1468776186504548e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\87.jpg,jeans,exito,3193875.0,380985045.0,306761175.0,47240617875.0,38134144575.0,36966668895.0,6065770580295.0,5447131437015.0,4633838477235.0,4602606068055.0,1794379523.8898208,8670744007.54491,374310063.916168,2530016951.987957,118879630916.06169,7232702071.251953,-18171632069.57617,0.00017590511770639453,0.0008500031486888808,3.669405216413098e-05,1.3878056258058865e-07,6.5209768831550155e-06,3.967398169555477e-07,-9.967796143190632e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\88.jpg,jeans,exito,3244110.0,393398190.0,322755030.0,50202421710.0,42003726480.0,40077993000.0,6703022295720.0,6242961612510.0,5239738682670.0,5253626652300.0,2496845790.787608,9892975182.941359,938985809.9245371,9645355992.113205,95534736083.7431,17389637414.539062,-26809201290.234375,0.0002372469167718302,0.000940017148240743,8.922116420607013e-05,5.088377599828393e-07,5.039905333629186e-06,9.173849214236423e-07,-1.4143110884249672e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\89.jpg,jeans,exito,3562860.0,449402310.0,337318845.0,59524405200.0,42440603955.0,43301723910.0,8225121432330.0,6190049434065.0,5819678359890.0,5456810704320.0,2838923246.3627257,10504461869.110003,753920137.3196393,817775180.3430482,182875029998.46707,-6071322643.111328,-39203283054.73242,0.00022364342580171966,0.0008275157990344397,5.939198338915714e-05,3.413005844596546e-08,7.632336627698958e-06,-2.533882192007573e-07,-1.6361591475183478e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\9.jpg,jeans,exito,5748210.0,618445125.0,839474025.0,81867655395.0,145883230245.0,90420154965.0,12136434672555.0,27142692808155.0,12579387345075.0,15766505064885.0,15329659630.01131,23285649667.794117,101843990.73529175,29751216940.5924,-963548713379.1755,601442901341.1797,41303074365.85156,0.0004639458137787271,0.0007047305644895859,3.082266292961601e-06,3.755546728403041e-07,-1.2163039331849491e-05,7.5921160635660535e-06,5.213757343687762e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\90.jpg,jeans,exito,6968385.0,828251730.0,1077088890.0,129162131310.0,181082052480.0,124724494065.0,22282633964970.0,31967176888470.0,19137099274935.0,20718982355235.0,30717380015.691067,14598645354.614103,-3296666721.362947,-371425043842.1983,-535267271204.71545,-43551164487.85156,214960686041.16406,0.0006325864660418369,0.0003006410530180646,-6.7890775512737e-05,-2.8976160611415313e-06,-4.175806310748213e-06,-3.3975779445564185e-07,1.6769831402416416e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\91.jpg,jeans,exito,4282725.0,479596095.0,410306985.0,57221756475.0,55617102165.0,46011732840.0,7194287051235.0,8776919103255.0,5499627509010.0,6244896533130.0,3514732479.938669,16307591995.705864,63971132.85709782,-813007523.7276365,323814289732.1763,3162761288.9902344,4420990374.089844,0.0001916248807230118,0.0008890976450962228,3.4877364844766838e-06,-2.1418748587227455e-08,8.5309135011752e-06,8.332320047875899e-08,1.1647134690097352e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\92.jpg,jeans,exito,4282725.0,479596095.0,410306985.0,57221756475.0,55617102165.0,46011732840.0,7194287051235.0,8776919103255.0,5499627509010.0,6244896533130.0,3514732479.938669,16307591995.705864,63971132.85709782,-813007523.7276365,323814289732.1763,3162761288.9902344,4420990374.089844,0.0001916248807230118,0.0008890976450962228,3.4877364844766838e-06,-2.1418748587227455e-08,8.5309135011752e-06,8.332320047875899e-08,1.1647134690097352e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\93.jpg,jeans,exito,3106920.0,363266625.0,294809070.0,44022012465.0,36422571570.0,34662143115.0,5509420170735.0,5193376794030.0,4223823989475.0,4289606257875.0,1548231087.0145283,8448762217.243928,192541104.55597594,244119446.84981123,133945616080.84808,1643801769.265625,-5525376025.033203,0.0001603893923055624,0.0008752516656741396,1.994634458162443e-05,1.4347531942676488e-08,7.872330656573154e-06,9.661048595803386e-08,-3.2474065477968713e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\94.jpg,jeans,exito,3859935.0,460887000.0,368473470.0,57976195650.0,47154022170.0,45238794180.0,7625242712490.0,6876106229850.0,5842260636630.0,5822840321130.0,2945002956.5997252,11979155729.544165,1242034605.5797074,-559804873.1945649,87647788941.57262,11187005836.208984,-44613254596.23828,0.00019766316834965208,0.0008040188449893688,8.336307262056292e-05,-1.9124350577305045e-08,2.9942701882512818e-06,3.821764185458601e-07,-1.524101632813921e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\95.jpg,jeans,exito,4046085.0,513185205.0,355903245.0,68629575705.0,43414528005.0,45809162880.0,9602149948725.0,6170469492645.0,6197675845290.0,5562476767920.0,3539728449.964082,12108433397.118551,668173566.7526981,-405464152.3219954,221451399123.8296,-8640204432.578125,-61553309422.71094,0.00021622203083744958,0.000739635849583755,4.08149516544515e-05,-1.231303058394656e-08,6.724978853627628e-06,-2.6238349511450474e-07,-1.8692349918596027e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\96.jpg,jeans,exito,6653715.0,838723050.0,1022457180.0,133672467270.0,174524639250.0,123585102555.0,23301776770740.0,31325745993600.0,19151335391475.0,20611375010295.0,27948619073.721306,17406595430.33648,-5299047803.709231,-594119208471.4595,-842594165585.9266,-53801416530.88281,240538750584.71875,0.0006312944410289031,0.0003931745931140706,-0.00011969319172457564,-5.2025121965257215e-06,-7.378328053826554e-06,-4.7112182488158765e-07,2.10632103088142e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\97.jpg,jeans,exito,4281450.0,480994260.0,403375320.0,57621215760.0,54143776170.0,45261677625.0,7277146075230.0,8480799172350.0,5415200096295.0,6068789930235.0,3584504329.772481,16139910940.906492,-55028992.072068796,-1632387653.5929463,338429993753.6272,-1198340528.6308594,-3557260067.8378906,0.00019554528837230516,0.0008804797676010087,-3.001993897508557e-06,-4.303740825823915e-08,8.922604735431404e-06,-3.1593886690802447e-08,-9.378608903547048e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\98.jpg,jeans,exito,4281450.0,480994260.0,403375320.0,57621215760.0,54143776170.0,45261677625.0,7277146075230.0,8480799172350.0,5415200096295.0,6068789930235.0,3584504329.772481,16139910940.906492,-55028992.072068796,-1632387653.5929463,338429993753.6272,-1198340528.6308594,-3557260067.8378906,0.00019554528837230516,0.0008804797676010087,-3.001993897508557e-06,-4.303740825823915e-08,8.922604735431404e-06,-3.1593886690802447e-08,-9.378608903547048e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\99.jpg,jeans,exito,2928165.0,341011755.0,275714160.0,41300114925.0,33923661330.0,32477949795.0,5184618042555.0,4832126619270.0,3996236189085.0,4014959210655.0,1586158557.0425856,7962590821.84708,368499139.0599153,5394160442.255785,138391168069.6794,21613320939.435547,-5158558440.044922,0.0001849930905813179,0.000928674046253233,4.297791939435871e-05,3.67650360947039e-07,9.432341406482644e-06,1.4731013898660893e-06,-3.5159241048747767e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\1.jpg,sofa,exito,3330810.0,396170295.0,363767445.0,55033992135.0,41327164305.0,43174118340.0,8386210843485.0,4861628422245.0,5993399834820.0,4904031477450.0,7913050790.285947,1599063920.4604995,-92791509.87023191,-41968557629.372765,-1108197916.536396,5050986515.390625,8800043264.636719,0.0007132540289961273,0.0001441338889535397,-8.363894030962639e-06,-2.0727617896146474e-06,-5.47321715702607e-08,2.49460368436231e-07,4.3462045055198e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\10.jpg,sofa,exito,2194020.0,229151160.0,237000825.0,29133332310.0,26064671235.0,24659090325.0,4173742255950.0,2915968749075.0,3125638757715.0,2698216369065.0,5199979774.769874,463541322.473851,-94108811.61087923,44746308678.73958,285237646.4097598,-1722663682.9111328,-3737996226.0126953,0.001080240585790859,9.629578794844113e-05,-1.9550106382311225e-05,6.275607290754997e-06,4.000418149033577e-08,-2.4160117531957454e-07,-5.242487494823385e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\100.jpg,sofa,exito,3526395.0,411389205.0,388986945.0,56484387765.0,44774010525.0,45114606375.0,8523645408375.0,5350786728585.0,6164770090155.0,5176498733925.0,8491727274.461642,1865929218.0468562,-264606690.73106912,-47112332204.332695,237575201.39786366,-4129526770.4023438,11539193648.511719,0.0006828638519449605,0.00015004905034151657,-2.127839699073262e-05,-2.0174705834150185e-06,1.0173577866837368e-08,-1.7683690008335807e-07,4.941377905307958e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\101.jpg,sofa,exito,3103860.0,360485340.0,350229750.0,50057243070.0,40677464850.0,40721333775.0,7675059325830.0,4850791308060.0,5668183556295.0,4740964014975.0,8190122660.279328,1158647060.1955278,45307631.145249896,-41055637865.7177,-601372508.813256,9358351636.50586,6418672257.066406,0.0008501315966999342,0.00012026712128168723,4.7029147676879e-06,-2.4188976560722263e-06,-3.543139572578238e-08,5.513711639868584e-07,3.7817245291610436e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\102.jpg,sofa,exito,3102840.0,367144155.0,339828045.0,51702394185.0,38407260795.0,40206947775.0,8019915714045.0,4466120145495.0,5672269115295.0,4554257250015.0,8259989629.604291,1188744800.4524145,-3272676.852809527,-52510079830.41673,-691547293.9660095,10513933154.609375,10427398752.515625,0.0008579475514315207,0.00012347239361775808,-3.399259827677363e-07,-3.096308498882474e-06,-4.077776629937259e-08,6.199644085180374e-07,6.148618223952604e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\103.jpg,sofa,exito,1726095.0,192787650.0,190285080.0,26309355210.0,21186752520.0,21271594335.0,4004056074420.0,2382028224270.0,2911596578745.0,2370576345885.0,4776891473.923769,209684820.59388307,18642786.410842545,-1499892706.2340553,164720852.5245408,7083235709.730469,116366758.93847656,0.001603304404388331,7.037811058232023e-05,6.257220145305686e-06,-3.831761388793324e-07,4.2081076866985036e-08,1.8095473754528643e-06,2.9728103349406828e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\104.jpg,sofa,exito,2176680.0,231467325.0,239547000.0,30324387585.0,26809584630.0,25209999720.0,4462209271185.0,3048781681470.0,3294968504580.0,2790374288340.0,5710240102.294403,447066846.49484795,-263337335.41236824,23075875493.036682,-55360776.546196215,13729142054.07129,-2585403160.432617,0.0012052168531489062,9.435899160583952e-05,-5.5580604145662486e-05,3.3011991142445077e-06,-7.919827204533987e-09,1.9640698617009615e-06,-3.69863783749422e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\105.jpg,sofa,exito,3470295.0,370044525.0,381084750.0,48543643395.0,43592399940.0,39777381150.0,7178532890115.0,5174442834930.0,5152423479870.0,4444920418320.0,9085052559.789845,1744203552.4990811,-858451048.2695287,64711909464.335625,4341277989.923371,4759668439.724609,-14885944877.730469,0.0007543877979221288,0.0001448319498911268,-7.128247103316409e-05,2.8844846258245007e-06,1.935091967154151e-07,2.1215863589953606e-07,-6.635297813974858e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\106.jpg,sofa,exito,3126045.0,363340575.0,333765165.0,49924243995.0,36933274605.0,39028649640.0,7535194781535.0,4223799933285.0,5368879742310.0,4351893575070.0,7693126579.4379635,1297451906.5176635,235085578.67974523,-55851921063.69718,3409954303.572098,-16137361779.94336,8934985053.5625,0.0007872495611950291,0.00013277026362827716,2.4056671464832396e-05,-3.2325857331146124e-06,1.9736061754668425e-07,-9.339948289417135e-07,5.171371845347676e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\107.jpg,sofa,exito,2940660.0,354292665.0,294861600.0,50010370755.0,30748660920.0,35127402600.0,7739146718115.0,3320463287790.0,4945418523660.0,3630638766930.0,7324955755.373306,1182725669.2195609,-397718315.0884516,-51166926979.504944,92988910.50578001,26685799078.26953,5778597765.396484,0.000847062347498123,0.00013677111716074144,-4.5992388332815634e-05,-3.4504623998782774e-06,6.270744761247032e-09,1.7995676458575994e-06,3.8968207571871104e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\108.jpg,sofa,exito,2634660.0,321904350.0,266756775.0,46205627190.0,27906385275.0,32042477880.0,7254840402090.0,3007668586605.0,4570158786600.0,3305162008200.0,6875159293.222997,897519991.2819397,-550025996.9599304,-70613263203.46945,428026300.7158822,26288771498.341797,6922200950.462891,0.0009904524009143672,0.00012929894309650375,-7.923810140534175e-05,-6.267218510030932e-06,3.798910053054794e-08,2.3332369567122096e-06,6.143739002953088e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\109.jpg,sofa,exito,2948310.0,354889620.0,309498090.0,50039945910.0,33615302070.0,37270523835.0,7696594724040.0,3765900858810.0,5259476781465.0,4064963683005.0,7321696342.029062,1125819039.5018187,16076524.22677836,-89372645055.04771,777967980.6974593,2675947768.4648438,15296895967.148438,0.0008422973263987579,0.00012951566449673384,1.8494639413367962e-06,-5.9878615170282485e-06,5.212293459849201e-08,1.7928533562477656e-07,1.0248739380518029e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\11.jpg,sofa,exito,2093805.0,245142975.0,235201800.0,33772622535.0,26831398350.0,27400762095.0,5121084932805.0,3105617933280.0,3774599955585.0,3111191596035.0,5071249583.91304,410653952.4844709,-136696731.08695957,-20503506289.30555,-672426156.50631,12854652517.285156,478716603.7480469,0.0011567580219496284,9.36706517637407e-05,-3.118068587291268e-05,-3.232120578814037e-06,-1.059995489313201e-07,2.026374725784925e-06,7.546366775330861e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\110.jpg,sofa,exito,2787405.0,335517780.0,288549840.0,47213261220.0,30827704290.0,34813722000.0,7250256740370.0,3390647546730.0,4907958131670.0,3739406693370.0,6827246020.870916,957265597.3716955,81201345.06998327,-76347555728.83675,1198646995.2907345,932435378.6484375,11888024165.941406,0.0008787096655292057,0.0001232061259133878,1.045112576122818e-05,-5.885657024481255e-06,9.240407293146163e-08,7.188173588305433e-08,9.164515127109494e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\111.jpg,sofa,exito,3093915.0,355277475.0,345526530.0,49224158325.0,39725343810.0,40043933925.0,7560889834095.0,4689519754740.0,5598502166025.0,4649783586435.0,8427276625.801528,1137152817.7326276,366763374.4477825,-26997292794.008316,-975340990.8248554,16946709782.523438,6161252100.751953,0.000880380660659043,0.00011879607059303393,3.83150329862547e-05,-1.6034272922599115e-06,-5.792759947751062e-08,1.0065015476417232e-06,3.659300155840786e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\112.jpg,sofa,exito,2926635.0,340189380.0,328694235.0,47271215580.0,37913948505.0,38625172830.0,7254746890020.0,4482744655785.0,5410348355880.0,4507592810760.0,7727912686.135749,997865658.237342,418055094.3669936,-36587072290.93107,435902553.1965187,4067132117.8027344,6605419394.3203125,0.0009022462431995199,0.00011650242153714763,4.8808605073881784e-05,-2.496929344470252e-06,2.974870106443804e-08,2.7756638880603517e-07,4.5079489790987004e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\113.jpg,sofa,exito,2450805.0,282080490.0,266954145.0,39194475630.0,29658204165.0,31131017355.0,6026631695430.0,3357919968765.0,4356258532215.0,3505013993835.0,6727835959.09999,580201005.7600654,405375768.202581,-33246352382.269505,1000645544.8128605,-6318221621.966797,3130226423.1835938,0.0011201027884708465,9.659640460561657e-05,6.749013071997736e-05,-3.5356731418796964e-06,1.0641635318836426e-07,-6.719283437886317e-07,3.328923836575446e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\114.jpg,sofa,exito,2739720.0,321366045.0,303621870.0,44451048435.0,34525203270.0,35910199305.0,6754644159375.0,4022512162500.0,4985558434485.0,4121357314995.0,6755176273.267407,877151665.3481003,295698721.94620436,-44162359574.002045,1936469808.512144,-9975965695.341797,6050194001.3203125,0.0008999623188358974,0.00011685904479523217,3.93946355674889e-05,-3.5545679379613353e-06,1.5586380711006062e-07,-8.029518384642476e-07,4.869718426050644e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\115.jpg,sofa,exito,3160980.0,362771925.0,351369345.0,49655817735.0,40356310455.0,40427143335.0,7500657859485.0,4773598869585.0,5548539055695.0,4661842961265.0,8022061884.534125,1298671176.7606502,102011992.30276021,-39438645971.60984,-1058626725.4921497,5464968978.904297,7645780804.160156,0.0008028649744589004,0.0001299737668654249,1.020957663671944e-05,-2.2200748966436905e-06,-5.959207169214331e-08,3.076332907000836e-07,4.303952534469657e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\116.jpg,sofa,exito,3503445.0,426510195.0,353394810.0,59625416055.0,38184733260.0,42021202905.0,9055197564675.0,4375666166310.0,5759895843945.0,4464493829445.0,7701967438.299002,2537565476.593638,-1001162031.5375948,-78892765431.30923,12015104499.37699,-10795847042.666016,17851425492.121094,0.0006274961568438071,0.00020674101741641453,-8.156686355798516e-05,-3.4339891588496832e-06,5.229850717963598e-07,-4.699140853085353e-07,7.770243732086069e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\117.jpg,sofa,exito,1717425.0,178043805.0,185699415.0,22847358675.0,20332332435.0,19035226230.0,3326614829505.0,2253832942035.0,2431824641610.0,2058741424410.0,4389727920.307349,253276446.32961947,-216054281.73942164,47893257157.28602,594043918.1071573,6212526130.245117,-2369554991.024414,0.0014882710780656564,8.586956109143757e-05,-7.32499472957123e-05,1.2390245815223846e-05,1.5368238886351564e-07,1.6072142605470752e-06,-6.130167492067634e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\118.jpg,sofa,exito,3458565.0,413956800.0,400055985.0,57881137260.0,48109625745.0,47436718740.0,8864895568230.0,5985665636625.0,6602025680430.0,5666370644760.0,8334509607.710686,1834713712.3158638,-446115722.1101502,-58037559834.589806,-3673906840.1051736,13642895673.695312,11318854976.580078,0.0006967679523229022,0.000153382715552501,-3.7295432223891e-05,-2.608971223574962e-06,-1.6515369101057525e-07,6.132911569740531e-07,5.088182032786938e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\119.jpg,sofa,exito,3445560.0,425143905.0,372220950.0,59997231045.0,42394170750.0,45737941635.0,9173211417285.0,5060098506270.0,6414168452625.0,5216808040995.0,7539186501.109013,2183454460.3685603,-189996989.1452055,-90285800835.73502,8538383077.410394,-20394931304.61328,26887800947.447266,0.0006350455145102536,0.00018391811384298466,-1.600394627581736e-05,-4.097037245773127e-06,3.874593032682443e-07,-9.254920752379532e-07,1.220128978409904e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\12.jpg,sofa,exito,2778480.0,329408490.0,306714510.0,45600654990.0,34789929480.0,36347202240.0,6930945604200.0,4046242435470.0,5029709914530.0,4125346300650.0,6546944585.721367,931924151.7125585,-15976044.598016692,-27708466896.126896,56933867.641917214,-327106244.8457031,4280837579.5273438,0.0008480551874093596,0.00012071632817170417,-2.069448934267786e-06,-2.1532492742727846e-06,4.424380808980706e-09,-2.5419713294298477e-08,3.3266764436849353e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\120.jpg,sofa,exito,3765840.0,440392395.0,421913565.0,60996018105.0,49455606525.0,49056012855.0,9314540899095.0,6028896931065.0,6774314875185.0,5731575601575.0,9494769625.554235,2185659758.539069,-284247318.9155634,-39290163686.87098,-1712510495.0580535,6983619904.375,11731581544.498047,0.0006695156043761721,0.00015411993886197577,-2.004345792696905e-05,-1.4276744187392747e-06,-6.222695952864899e-08,2.537616174657539e-07,4.2628681814401253e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\121.jpg,sofa,exito,4120800.0,485527650.0,463534410.0,66963176460.0,55197039900.0,54368119050.0,10150530823140.0,6889422072810.0,7495965768450.0,6454169038590.0,9756542089.362629,3055671900.085402,-247191758.92945108,-38416859035.24908,-6944037292.962669,21761821525.320312,6264433334.035156,0.0005745566408397329,0.0001799466005825559,-1.4556967556017447e-05,-1.1144690492093424e-06,-2.0144579317277202e-07,6.313081587990862e-07,1.817305536408283e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\122.jpg,sofa,exito,2780520.0,327507210.0,298693230.0,45337743870.0,32998683000.0,35262082125.0,6878507956020.0,3742492265790.0,4874159943855.0,3910999039935.0,6761875830.214599,912006533.7875999,80106666.02531043,-54570812555.06434,1715876577.7893555,-15050771704.572266,6995026065.759766,0.0008746114224386827,0.00011796302561859238,1.0361356357085563e-05,-4.2329716739783095e-06,1.3309783398398615e-07,-1.1674645715176582e-06,5.425931154172112e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\sofa\123.jpg,sofa,exito,2215185.0,225589065.0,241082610.0,28337298555.0,26729638050.0,24529616625.0,4032224497185.0,3016076687070.0,3088875178725.0,2712633568245.0,5363855593.091975,492179397.8277897,-21651362.847359233,53938700861.18046,-87964226.57964553,9285313956.501953,-4735193893.298828,0.001093092899611207,0.00010030057591284809,-4.412302043670705e-06,7.3854247450967895e-06,-1.2044286667871315e-08,1.271368912588995e-06,-6.483548471514858e-07
